DATE,MINS.IN.HOLT,Count of EXIT.FROM.REST,SCENT,YEAR,CHECK.ID,DAYS.SINCE.CHECK,FUNCTION,MIN.GRP.SIZE,rest
02/04/2015,0,,0,2015,42088,8,C,0,0
03/04/2015,0,,0,2015,42088,9,C,0,0
04/04/2015,717,,0,2015,42088,10,C,1,1
05/04/2015,0,,0,2015,42088,11,C,0,0
06/04/2015,0,,0,2015,42088,12,C,0,0
07/04/2015,700,1,1,2015,42088,13,C,1,1
08/04/2015,0,,0,2015,42088,14,C,0,0
09/04/2015,1,,0,2015,42088,15,C,1,0
10/04/2015,1,,0,2015,42088,16,C,1,0
11/04/2015,880,,0,2015,42088,17,C,1,1
12/04/2015,40,,1,2015,42088,18,C,1,1
13/04/2015,7,,0,2015,42088,19,C,1,0
14/04/2015,830,1,1,2015,42108,20,C,1,1
15/04/2015,0,,0,2015,42108,1,C,0,0
16/04/2015,0,,0,2015,42108,2,C,0,0
17/04/2015,0,,0,2015,42108,3,C,0,0
18/04/2015,0,,0,2015,42108,4,C,0,0
19/04/2015,804,,0,2015,42108,5,C,1,1
20/04/2015,2,,0,2015,42108,6,C,1,0
21/04/2015,1,,0,2015,42108,7,C,1,0
22/04/2015,772,,0,2015,42108,8,C,1,1
23/04/2015,3,,0,2015,42108,9,C,1,0
24/04/2015,1,,0,2015,42108,10,C,1,0
25/04/2015,2,,1,2015,42118,1,C,1,0
26/04/2015,955,,0,2015,42118,2,C,1,1
27/04/2015,866,,0,2015,42118,3,C,1,1
28/04/2015,841,,0,2015,42118,4,C,1,1
30/04/2015,700,2,0,2015,42118,6,C,2,1
01/05/2015,0,,0,2015,42118,7,C,0,0
02/05/2015,2,,0,2015,42118,8,C,1,0
03/05/2015,0,,0,2015,42118,9,C,0,0
04/05/2015,742,,0,2015,42118,10,C,1,1
05/05/2015,1,,0,2015,42118,11,C,1,0
06/05/2015,913,,0,2015,42118,12,C,1,1
07/05/2015,5,,0,2015,42118,13,C,1,0
08/05/2015,6,,1,2015,42132,14,C,2,0
09/05/2015,0,,0,2015,42132,1,C,0,0
10/05/2015,663,,0,2015,42132,2,C,1,1
11/05/2015,0,,0,2015,42132,3,C,0,0
12/05/2015,673,,0,2015,42132,4,C,1,1
13/05/2015,0,,0,2015,42132,5,C,0,0
14/05/2015,758,,0,2015,42132,6,C,1,1
15/05/2015,2,,1,2015,42132,7,C,1,0
16/05/2015,946,,0,2015,42132,8,C,1,1
17/05/2015,0,,0,2015,42132,9,C,0,0
18/05/2015,829,,0,2015,42132,10,C,1,1
19/05/2015,0,,0,2015,42132,11,C,0,0
20/05/2015,5,,1,2015,42132,12,C,1,0
21/05/2015,1,,0,2015,42132,13,C,1,0
22/05/2015,700,1,0,2015,42132,14,C,1,1
23/05/2015,0,,0,2015,42132,15,C,0,0
24/05/2015,1,,0,2015,42132,16,C,1,0
25/05/2015,0,,0,2015,42132,17,C,0,0
26/05/2015,0,,0,2015,42132,18,C,0,0
27/05/2015,701,,0,2015,42132,19,C,1,1
28/05/2015,0,,0,2015,42132,20,C,0,0
29/05/2015,0,,0,2015,42132,21,C,0,0
30/05/2015,0,,0,2015,42132,22,C,0,0
31/05/2015,1,,0,2015,42132,23,C,2,0
01/06/2015,5,,0,2015,42132,24,C,1,0
02/06/2015,4,,0,2015,42132,25,C,1,0
03/06/2015,0,,0,2015,42132,26,C,0,0
04/06/2015,560,,0,2015,42132,27,C,1,1
05/06/2015,0,,0,2015,42132,28,C,0,0
06/06/2015,0,,0,2015,42132,29,C,0,0
07/06/2015,0,,0,2015,42132,30,C,0,0
08/06/2015,0,,0,2015,42132,31,C,0,0
09/06/2015,0,,0,2015,42132,32,C,0,0
10/06/2015,0,,0,2015,42132,33,C,0,0
11/06/2015,0,,0,2015,42132,34,C,0,0
12/06/2015,0,,0,2015,42132,35,C,0,0
13/06/2015,0,,0,2015,42132,36,C,0,0
14/06/2015,0,,0,2015,42132,37,C,0,0
15/06/2015,0,,0,2015,42132,38,C,0,0
16/06/2015,0,,0,2015,42132,39,C,0,0
17/06/2015,0,,0,2015,42132,40,C,0,0
18/06/2015,0,,0,2015,42132,41,C,0,0
19/06/2015,0,,0,2015,42174,0,C,0,0
20/06/2015,0,,0,2015,42174,1,C,0,0
21/06/2015,0,,0,2015,42174,2,C,0,0
22/06/2015,0,,0,2015,42174,3,C,0,0
23/06/2015,0,,0,2015,42174,4,C,0,0
24/06/2015,0,,0,2015,42174,5,C,0,0
25/06/2015,0,,0,2015,42174,6,C,0,0
26/06/2015,0,,0,2015,42174,7,C,0,0
27/06/2015,0,,0,2015,42174,8,C,0,0
28/06/2015,1,,0,2015,42174,9,C,1,0
29/06/2015,0,,0,2015,42174,10,C,0,0
30/06/2015,0,,0,2015,42174,11,C,0,0
01/07/2015,0,,0,2015,42174,12,C,0,0
02/07/2015,0,,0,2015,42174,13,C,0,0
03/07/2015,0,,0,2015,42188,0,C,0,0
04/07/2015,0,,0,2015,42188,1,C,0,0
05/07/2015,0,,0,2015,42188,2,C,0,0
06/07/2015,0,,0,2015,42188,3,C,0,0
07/07/2015,0,,0,2015,42188,4,C,0,0
08/07/2015,0,,0,2015,42188,5,C,0,0
09/07/2015,0,,0,2015,42188,6,C,0,0
10/07/2015,0,,0,2015,42188,7,C,0,0
11/07/2015,8,,0,2015,42188,8,C,1,0
12/07/2015,0,,0,2015,42188,9,C,0,0
13/07/2015,0,,0,2015,42188,10,C,0,0
14/07/2015,0,,0,2015,42188,11,C,0,0
15/07/2015,1,,0,2015,42188,12,C,1,0
16/07/2015,0,,0,2015,42188,13,C,0,0
17/07/2015,725,,0,2015,42202,14,C,1,1
18/07/2015,5,,0,2015,42202,1,C,1,0
19/07/2015,327,,0,2015,42202,2,C,1,1
20/07/2015,0,,0,2015,42202,3,C,0,0
21/07/2015,0,,0,2015,42202,4,C,0,0
22/07/2015,969,,0,2015,42202,5,C,1,1
23/07/2015,0,,0,2015,42202,6,C,0,0
24/07/2015,0,,0,2015,42202,7,C,0,0
25/07/2015,1,,0,2015,42202,8,C,1,0
26/07/2015,0,,0,2015,42211,0,C,0,0
27/07/2015,0,,0,2015,42211,1,C,0,0
28/07/2015,0,,0,2015,42211,2,C,0,0
29/07/2015,0,,0,2015,42211,3,C,0,0
30/07/2015,0,,0,2015,42211,4,C,0,0
31/07/2015,0,,0,2015,42211,5,C,0,0
01/08/2015,767,,1,2015,42211,6,C,1,1
02/08/2015,0,,0,2015,42211,7,C,0,0
03/08/2015,0,,0,2015,42211,8,C,0,0
04/08/2015,1,,0,2015,42211,9,C,1,0
05/08/2015,1,,0,2015,42211,10,C,1,0
06/08/2015,2,,0,2015,42211,11,C,1,0
07/08/2015,0,,0,2015,42211,12,C,0,0
08/08/2015,1,,0,2015,42211,13,C,1,0
09/08/2015,0,,0,2015,42211,14,C,0,0
10/08/2015,0,,0,2015,42211,15,C,0,0
11/08/2015,1,,0,2015,42211,16,C,1,0
12/08/2015,1,,0,2015,42211,17,C,1,0
13/08/2015,0,,0,2015,42211,18,C,0,0
14/08/2015,1,,0,2015,42211,19,C,1,0
15/08/2015,0,,0,2015,42211,20,C,0,0
16/08/2015,1,,0,2015,42211,21,C,1,0
17/08/2015,1,,0,2015,42211,22,C,1,0
18/08/2015,1,,0,2015,42234,0,C,1,0
19/08/2015,1,,0,2015,42234,1,C,1,0
20/08/2015,1,,0,2015,42234,2,C,1,0
21/08/2015,1,,0,2015,42234,3,C,1,0
22/08/2015,0,,0,2015,42234,4,C,0,0
23/08/2015,1,,0,2015,42234,5,C,1,0
24/08/2015,1,,0,2015,42234,6,C,1,0
25/08/2015,0,,0,2015,42234,7,C,0,0
26/08/2015,1,,0,2015,42234,8,C,1,0
27/08/2015,0,,0,2015,42234,9,C,0,0
28/08/2015,1,,0,2015,42234,10,C,1,0
29/08/2015,1,,0,2015,42234,11,C,1,0
30/08/2015,1,,0,2015,42234,12,C,1,0
31/08/2015,0,,0,2015,42234,13,C,0,0
01/09/2015,0,,0,2015,42234,14,C,0,0
02/09/2015,1,,0,2015,42234,15,C,1,0
03/09/2015,0,,0,2015,42234,16,C,0,0
04/09/2015,1,,0,2015,42234,17,C,1,0
05/09/2015,0,,0,2015,42251,1,C,0,0
06/09/2015,1,,0,2015,42251,2,C,1,0
07/09/2015,0,,0,2015,42251,3,C,0,0
08/09/2015,0,,0,2015,42251,4,C,0,0
09/09/2015,1,,0,2015,42251,5,C,1,0
10/09/2015,0,,0,2015,42251,6,C,0,0
11/09/2015,0,,0,2015,42251,7,C,0,0
12/09/2015,0,,0,2015,42251,8,C,0,0
13/09/2015,1,,0,2015,42251,9,C,1,0
14/09/2015,0,,0,2015,42251,10,C,0,0
15/09/2015,0,,0,2015,42251,11,C,0,0
16/09/2015,0,,0,2015,42263,0,C,0,0
17/09/2015,0,,0,2015,42263,1,C,0,0
18/09/2015,0,,0,2015,42263,2,C,0,0
19/09/2015,1,,0,2015,42263,3,C,1,0
20/09/2015,0,,0,2015,42263,4,C,0,0
21/09/2015,0,,0,2015,42263,5,C,0,0
22/09/2015,1,,0,2015,42263,6,C,1,0
23/09/2015,0,,0,2015,42263,7,C,0,0
24/09/2015,1,,0,2015,42263,8,C,1,0
25/09/2015,1,,1,2015,42263,9,C,1,0
26/09/2015,1,,0,2015,42263,10,C,1,0
27/09/2015,740,,0,2015,42263,11,C,1,1
28/09/2015,0,,0,2015,42263,12,C,0,0
