DATE,MINS.IN.HOLT,Count of EXIT.FROM.REST,SCENT,YEAR,CHECK.ID,DAYS.SINCE.CHECK,FUNCTION,MIN.GRP.SIZE,rest
27/11/2009,1,,0,2009,40143,1,N,1,0
28/11/2009,1,,0,2009,40143,2,N,1,0
29/11/2009,700,1,0,2009,40143,3,N,1,1
30/11/2009,700,1,0,2009,40143,4,N,1,1
01/12/2009,700,3,0,2009,40143,5,N,3,1
02/12/2009,263,,0,2009,40143,6,N,1,1
03/12/2009,700,1,0,2009,40143,7,N,1,1
04/12/2009,496,1,0,2009,40151,0,N,2,1
05/12/2009,700,2,0,2009,40151,1,N,2,1
06/12/2009,700,1,0,2009,40151,2,N,1,1
07/12/2009,700,1,0,2009,40151,3,N,1,1
08/12/2009,700,2,0,2009,40151,4,N,2,1
09/12/2009,1,,0,2009,40151,5,N,1,0
10/12/2009,1,,0,2009,40151,6,N,1,0
11/12/2009,700,2,0,2009,40151,7,N,2,1
12/12/2009,1,,0,2009,40151,8,N,1,0
13/12/2009,1,,0,2009,40151,9,N,1,0
14/12/2009,700,1,0,2009,40151,10,N,1,1
15/12/2009,700,1,0,2009,40151,11,N,1,1
16/12/2009,1046,,0,2009,40151,12,N,2,1
17/12/2009,940,,0,2009,40151,13,N,1,1
18/12/2009,0,,0,2009,40152,13,N,0,0
19/12/2009,700,1,0,2009,40166,0,N,1,1
20/12/2009,1,,0,2009,40166,1,N,1,0
21/12/2009,700,2,0,2009,40166,2,N,2,1
22/12/2009,700,2,0,2009,40166,3,N,2,1
23/12/2009,843,,0,2009,40166,4,N,1,1
24/12/2009,121,2,0,2009,40166,5,N,2,1
25/12/2009,1,,0,2009,40166,6,N,1,0
26/12/2009,1,,0,2009,40166,7,N,1,0
27/12/2009,700,4,0,2009,40166,8,N,4,1
28/12/2009,1,,1,2009,40166,9,N,2,0
29/12/2009,700,1,0,2009,40166,10,N,1,1
30/12/2009,481,,0,2009,40166,11,N,1,1
31/12/2009,808,,0,2009,40166,12,N,2,1
01/01/2010,700,2,0,2010,40166,13,N,2,1
02/01/2010,1,,0,2010,40166,14,N,1,0
03/01/2010,700,1,0,2010,40166,15,N,1,1
04/01/2010,333,,0,2010,40166,16,N,2,1
05/01/2010,1,,0,2010,40166,17,ER,2,0
06/01/2010,874,1,0,2010,40166,18,ER,3,1
07/01/2010,724,2,1,2010,40166,19,ER,3,1
08/01/2010,1,,0,2010,40166,20,ER,3,0
09/01/2010,700,1,0,2010,40166,21,ER,3,1
10/01/2010,314,,0,2010,40166,22,ER,3,1
11/01/2010,700,1,0,2010,40166,23,ER,3,1
12/01/2010,1,,0,2010,40190,0,ER,3,0
13/01/2010,700,3,0,2010,40190,1,ER,3,1
14/01/2010,700,1,0,2010,40190,2,ER,3,1
15/01/2010,791,1,1,2010,40190,3,ER,4,1
16/01/2010,700,1,0,2010,40190,4,ER,3,1
17/01/2010,1,,0,2010,40190,5,ER,3,0
18/01/2010,700,1,1,2010,40190,6,ER,3,1
19/01/2010,1,,0,2010,40190,7,ER,3,0
20/01/2010,71,,0,2010,40190,8,ER,1,1
21/01/2010,700,1,0,2010,40190,9,ER,1,1
22/01/2010,0,,0,2010,40200,0,ER,0,0
24/01/2010,0,,0,2010,40200,2,ER,0,0
25/01/2010,0,,0,2010,40200,3,ER,0,0
26/01/2010,747,2,0,2010,40200,4,ER,2,1
27/01/2010,2,,0,2010,40200,5,ER,1,0
28/01/2010,360,,0,2010,40200,6,ER,1,1
29/01/2010,1200,,0,2010,40200,7,ER,1,1
30/01/2010,107,,0,2010,40200,8,ER,1,1
31/01/2010,0,,0,2010,40200,9,ER,0,0
01/02/2010,0,,0,2010,40200,10,ER,0,0
02/02/2010,799,,0,2010,40200,11,ER,1,1
03/02/2010,0,,0,2010,40200,12,ER,0,0
04/02/2010,0,,0,2010,40200,13,ER,0,0
05/02/2010,0,,0,2010,40200,14,ER,0,0
06/02/2010,780,,0,2010,40200,15,ER,1,1
07/02/2010,852,,0,2010,40200,16,ER,1,1
08/02/2010,0,,0,2010,40217,0,ER,0,0
09/02/2010,1,,1,2010,40217,1,ER,2,0
10/02/2010,1,,0,2010,40217,2,ER,2,0
11/02/2010,0,,0,2010,40217,3,ER,0,0
12/02/2010,0,,0,2010,40217,4,ER,0,0
13/02/2010,0,,0,2010,40217,5,ER,0,0
14/02/2010,0,,0,2010,40217,6,ER,0,0
15/02/2010,700,2,0,2010,40217,7,ER,2,1
16/02/2010,796,,0,2010,40217,8,ER,1,1
17/02/2010,1,,0,2010,40217,9,ER,2,0
18/02/2010,979,,0,2010,40217,10,ER,1,1
19/02/2010,804,,0,2010,40217,11,ER,1,1
20/02/2010,849,,0,2010,40217,12,ER,1,1
21/02/2010,0,,0,2010,40217,13,ER,0,0
22/02/2010,820,,0,2010,40231,0,ER,2,1
23/02/2010,859,,0,2010,40231,1,ER,1,1
24/02/2010,846,,0,2010,40231,2,ER,1,1
25/02/2010,825,,0,2010,40231,3,ER,1,1
26/02/2010,825,,0,2010,40231,4,ER,1,1
27/02/2010,83,,0,2010,40231,5,ER,2,1
28/02/2010,781,,0,2010,40231,6,ER,1,1
01/03/2010,0,,0,2010,40231,7,ER,0,0
02/03/2010,0,,0,2010,40231,8,ER,0,0
03/03/2010,917,,0,2010,40231,9,ER,1,1
04/03/2010,874,,0,2010,40231,10,ER,1,1
05/03/2010,1,,0,2010,40231,11,ER,1,0
06/03/2010,0,,0,2010,40231,12,ER,0,0
07/03/2010,822,,0,2010,40244,0,MR,1,1
08/03/2010,805,,0,2010,40244,1,MR,1,1
09/03/2010,827,,0,2010,40244,2,MR,1,1
10/03/2010,14,3,0,2010,40244,3,MR,3,0
11/03/2010,1,,0,2010,40248,0,MR,1,0
12/03/2010,69,,0,2010,40248,1,MR,1,1
13/03/2010,941,1,0,2010,40248,2,MR,1,1
14/03/2010,0,,0,2010,40248,3,MR,0,0
15/03/2010,1,,0,2010,40248,4,MR,1,0
16/03/2010,0,,0,2010,40248,5,MR,0,0
17/03/2010,1,,1,2010,40248,6,MR,1,0
18/03/2010,772,,0,2010,40248,7,MR,1,1
19/03/2010,853,,1,2010,40248,8,MR,1,1
20/03/2010,0,,0,2010,40248,9,MR,0,0
21/03/2010,0,,0,2010,40248,10,MR,0,0
22/03/2010,0,,0,2010,40248,11,MR,0,0
23/03/2010,1,,0,2010,40248,12,MR,1,0
24/03/2010,0,,0,2010,40248,13,MR,0,0
26/03/2010,1,,0,2010,40262,1,MR,1,0
27/03/2010,815,,0,2010,40262,2,MR,1,1
28/03/2010,842,,0,2010,40262,3,MR,1,1
30/03/2010,700,2,0,2010,40262,5,MR,2,1
31/03/2010,585,,0,2010,40262,6,MR,1,1
01/04/2010,0,,0,2010,40269,0,MR,0,0
02/04/2010,0,,0,2010,40269,1,MR,0,0
03/04/2010,1,,0,2010,40269,2,MR,1,0
04/04/2010,1,,0,2010,40269,3,MR,1,0
05/04/2010,1,,0,2010,40269,4,MR,1,0
06/04/2010,0,,0,2010,40269,5,MR,0,0
07/04/2010,1,,0,2010,40269,6,MR,1,0
08/04/2010,905,,1,2010,40269,7,MR,3,1
09/04/2010,0,,0,2010,40269,8,MR,0,0
10/04/2010,0,,0,2010,40269,9,MR,0,0
11/04/2010,900,,0,2010,40269,10,MR,1,1
12/04/2010,904,,0,2010,40269,11,MR,1,1
13/04/2010,0,,0,2010,40269,12,MR,0,0
14/04/2010,951,,0,2010,40269,13,MR,1,1
15/04/2010,0,,0,2010,40269,14,MR,0,0
16/04/2010,1,,1,2010,40269,15,MR,1,0
17/04/2010,859,,0,2010,40269,16,MR,1,1
18/04/2010,0,,0,2010,40269,17,MR,0,0
19/04/2010,911,2,0,2010,40287,0,MR,2,1
20/04/2010,0,,0,2010,40287,1,MR,0,0
21/04/2010,1000,,1,2010,40287,2,MR,1,1
22/04/2010,3,,1,2010,40287,3,MR,1,0
23/04/2010,939,,0,2010,40287,4,MR,1,1
24/04/2010,16,,0,2010,40287,5,MR,1,1
25/04/2010,0,,0,2010,40287,6,MR,0,0
26/04/2010,878,,1,2010,40287,7,MR,1,1
27/04/2010,829,,1,2010,40287,8,MR,1,1
28/04/2010,0,,0,2010,40287,9,MR,0,0
29/04/2010,0,,0,2010,40287,10,MR,0,0
30/04/2010,1,,1,2010,40287,11,MR,1,0
01/05/2010,0,,0,2010,40287,12,MR,0,0
02/05/2010,1165,,0,2010,40287,13,MR,1,1
03/05/2010,759,,1,2010,40287,14,MR,1,1
04/05/2010,1031,,1,2010,40287,15,MR,1,1
05/05/2010,892,,0,2010,40303,0,MR,1,1
06/05/2010,980,,0,2010,40303,1,MR,1,1
07/05/2010,0,,0,2010,40303,2,LR,0,0
08/05/2010,1033,,0,2010,40303,3,LR,1,1
09/05/2010,0,,0,2010,40303,4,LR,0,0
10/05/2010,0,,0,2010,40303,5,LR,0,0
11/05/2010,0,,0,2010,40303,6,LR,0,0
12/05/2010,0,,0,2010,40303,7,LR,0,0
13/05/2010,700,2,0,2010,40303,8,LR,2,1
14/05/2010,1169,,0,2010,40303,9,LR,1,1
15/05/2010,0,,0,2010,40303,10,LR,0,0
16/05/2010,1,,0,2010,40303,11,LR,1,0
17/05/2010,0,,0,2010,40303,12,LR,0,0
18/05/2010,997,,0,2010,40303,13,LR,1,1
19/05/2010,0,,0,2010,40317,0,LR,0,0
20/05/2010,0,,0,2010,40317,1,LR,0,0
21/05/2010,0,,0,2010,40317,2,LR,0,0
22/05/2010,1000,,0,2010,40317,3,LR,1,1
23/05/2010,1,,0,2010,40317,4,LR,1,0
24/05/2010,1,,0,2010,40317,5,LR,1,0
25/05/2010,0,,0,2010,40317,6,LR,0,0
26/05/2010,1001,,0,2010,40317,7,LR,1,1
27/05/2010,1034,,1,2010,40317,8,LR,1,1
28/05/2010,0,,0,2010,40317,9,LR,0,0
29/05/2010,1047,,1,2010,40317,10,LR,1,1
30/05/2010,1040,,0,2010,40317,11,LR,1,1
31/05/2010,0,,0,2010,40317,12,LR,0,0
01/06/2010,0,,0,2010,40317,13,LR,0,0
02/06/2010,0,,0,2010,40330,1,LR,0,0
03/06/2010,993,,1,2010,40330,2,LR,1,1
04/06/2010,989,,0,2010,40330,3,LR,1,1
05/06/2010,0,,0,2010,40330,4,LR,0,0
06/06/2010,6,,1,2010,40330,5,LR,1,0
07/06/2010,1077,,1,2010,40330,6,LR,1,1
08/06/2010,0,,0,2010,40330,7,LR,0,0
09/06/2010,0,,0,2010,40330,8,LR,0,0
10/06/2010,1,,0,2010,40330,9,LR,1,0
11/06/2010,0,,0,2010,40330,10,LR,0,0
12/06/2010,1,,0,2010,40330,11,LR,1,0
13/06/2010,0,,0,2010,40330,12,LR,0,0
14/06/2010,146,,0,2010,40343,0,LR,1,1
15/06/2010,1028,,0,2010,40343,1,LR,1,1
16/06/2010,0,,0,2010,40343,2,LR,0,0
17/06/2010,0,,0,2010,40343,3,LR,0,0
18/06/2010,11,,0,2010,40343,4,LR,1,0
19/06/2010,1,,0,2010,40343,5,LR,1,0
20/06/2010,1093,,0,2010,40343,6,LR,1,1
21/06/2010,0,,0,2010,40343,7,LR,0,0
22/06/2010,0,,0,2010,40343,8,LR,0,0
23/06/2010,1,,0,2010,40343,9,LR,1,0
24/06/2010,0,,0,2010,40343,10,LR,0,0
25/06/2010,0,,0,2010,40343,11,LR,0,0
26/06/2010,0,,0,2010,40343,12,LR,0,0
27/06/2010,31,,0,2010,40343,13,LR,1,1
28/06/2010,0,,0,2010,40343,14,LR,0,0
29/06/2010,1246,,1,2010,40357,1,LR,1,1
30/06/2010,1,,0,2010,40357,2,LR,2,0
01/07/2010,0,,0,2010,40360,0,LR,0,0
02/07/2010,0,,0,2010,40360,1,LR,0,0
03/07/2010,0,,0,2010,40360,2,LR,0,0
04/07/2010,0,,0,2010,40360,3,LR,0,0
05/07/2010,0,,0,2010,40360,4,LR,0,0
06/07/2010,0,,0,2010,40360,5,LR,0,0
07/07/2010,0,,0,2010,40360,6,C,0,0
08/07/2010,0,,0,2010,40360,7,C,0,0
09/07/2010,0,,0,2010,40360,8,C,0,0
10/07/2010,0,,0,2010,40360,9,C,0,0
11/07/2010,0,,0,2010,40360,10,C,0,0
12/07/2010,0,,0,2010,40360,11,C,0,0
13/07/2010,0,,0,2010,40360,12,C,0,0
14/07/2010,0,,0,2010,40360,13,C,0,0
15/07/2010,0,,0,2010,40360,14,C,0,0
16/07/2010,0,,0,2010,40360,15,C,0,0
17/07/2010,0,,0,2010,40360,16,C,0,0
18/07/2010,0,,0,2010,40360,17,C,0,0
19/07/2010,0,,0,2010,40360,18,C,0,0
20/07/2010,0,,0,2010,40360,19,C,0,0
21/07/2010,0,,0,2010,40360,20,C,0,0
22/07/2010,0,,0,2010,40360,21,C,0,0
23/07/2010,0,,0,2010,40360,22,C,0,0
24/07/2010,0,,0,2010,40360,23,C,0,0
25/07/2010,0,,0,2010,40360,24,C,0,0
26/07/2010,0,,0,2010,40360,25,C,0,0
27/07/2010,0,,0,2010,40360,26,C,0,0
28/07/2010,0,,0,2010,40360,27,C,0,0
29/07/2010,0,,0,2010,40360,28,C,0,0
30/07/2010,0,,0,2010,40360,29,C,0,0
31/07/2010,0,,0,2010,40360,30,C,0,0
01/08/2010,0,,0,2010,40360,31,C,0,0
02/08/2010,0,,0,2010,40360,32,C,0,0
24/08/2010,0,,0,2010,40414,0,C,0,0
25/08/2010,700,1,0,2010,40414,1,C,1,1
26/08/2010,0,,0,2010,40414,2,C,0,0
27/08/2010,0,,0,2010,40414,3,C,0,0
28/08/2010,1,,0,2010,40414,4,C,1,0
29/08/2010,1,,0,2010,40414,5,C,1,0
30/08/2010,257,,0,2010,40414,6,C,1,1
31/08/2010,0,,0,2010,40414,7,C,0,0
01/09/2010,1,,0,2010,40414,8,C,1,0
02/09/2010,1,,0,2010,40414,9,C,1,0
03/09/2010,1,,0,2010,40414,10,C,1,0
13/09/2010,1,,0,2010,40424,10,C,1,0
14/09/2010,1,,0,2010,40435,0,C,1,0
15/09/2010,0,,0,2010,40435,1,C,0,0
16/09/2010,0,,0,2010,40435,2,C,0,0
17/09/2010,742,,0,2010,40435,3,C,1,1
18/09/2010,2,,0,2010,40435,4,C,1,0
19/09/2010,1,,0,2010,40435,5,C,1,0
20/09/2010,0,,0,2010,40435,6,C,0,0
21/09/2010,0,,0,2010,40435,7,C,0,0
22/09/2010,0,,0,2010,40435,8,C,0,0
23/09/2010,0,,0,2010,40435,9,C,0,0
24/09/2010,0,,0,2010,40435,10,C,0,0
25/09/2010,0,,0,2010,40435,11,C,0,0
26/09/2010,0,,0,2010,40435,12,C,0,0
27/09/2010,17,,0,2010,40435,13,C,1,1
28/09/2010,0,,0,2010,40435,14,C,0,0
30/09/2010,0,,0,2010,40451,0,C,0,0
01/10/2010,0,,0,2010,40451,1,C,0,0
02/10/2010,0,,0,2010,40451,2,C,0,0
03/10/2010,1,,0,2010,40451,3,C,1,0
04/10/2010,0,,0,2010,40451,4,C,0,0
05/10/2010,1,,0,2010,40451,5,C,1,0
06/10/2010,0,,0,2010,40451,6,C,0,0
07/10/2010,0,,0,2010,40451,7,C,0,0
08/10/2010,0,,0,2010,40451,8,C,0,0
09/10/2010,0,,0,2010,40451,9,C,0,0
10/10/2010,0,,0,2010,40451,10,C,0,0
11/10/2010,0,,0,2010,40451,11,C,0,0
13/10/2010,1,,0,2010,40451,13,C,1,0
20/10/2010,1,,0,2010,40471,0,C,1,0
21/10/2010,0,,0,2010,40471,1,C,0,0
22/10/2010,1,,0,2010,40471,2,C,1,0
23/10/2010,0,,0,2010,40471,3,C,0,0
24/10/2010,1,,1,2010,40471,4,C,1,0
25/10/2010,767,,0,2010,40471,5,C,3,1
26/10/2010,0,,0,2010,40471,6,C,0,0
27/10/2010,778,,1,2010,40471,7,C,1,1
28/10/2010,0,,0,2010,40471,8,C,0,0
29/10/2010,0,,0,2010,40471,9,C,0,0
30/10/2010,0,,0,2010,40471,10,C,0,0
31/10/2010,0,,0,2010,40471,11,C,0,0
01/11/2010,0,,0,2010,40471,12,C,0,0
02/11/2010,669,,0,2010,40471,13,C,2,1
03/11/2010,871,,0,2010,40471,14,C,1,1
04/11/2010,796,,0,2010,40486,0,C,2,1
05/11/2010,865,,0,2010,40486,1,C,2,1
06/11/2010,781,2,0,2010,40486,2,C,2,1
07/11/2010,749,,0,2010,40486,3,C,1,1
08/11/2010,777,,0,2010,40486,4,C,1,1
09/11/2010,785,2,0,2010,40486,5,C,2,1
10/11/2010,858,,0,2010,40486,6,C,1,1
11/11/2010,829,,1,2010,40486,7,C,1,1
12/11/2010,722,,0,2010,40486,8,PN,1,1
13/11/2010,832,,0,2010,40486,9,PN,1,1
14/11/2010,815,,0,2010,40486,10,PN,2,1
15/11/2010,730,,0,2010,40486,11,PN,1,1
16/11/2010,792,,0,2010,40486,12,PN,2,1
17/11/2010,786,,1,2010,40486,13,PN,2,1
20/11/2010,700,1,0,2010,40500,2,PN,1,1
21/11/2010,673,,0,2010,40500,3,PN,1,1
22/11/2010,0,,0,2010,40500,4,PN,0,0
23/11/2010,700,1,0,2010,40500,5,PN,1,1
24/11/2010,1,,0,2010,40500,6,PN,1,0
25/11/2010,700,2,0,2010,40500,7,PN,2,1
26/11/2010,769,1,0,2010,40500,8,PN,1,1
27/11/2010,1,,0,2010,40500,9,PN,1,0
28/11/2010,1,,0,2010,40500,10,PN,1,0
29/11/2010,0,,0,2010,40500,11,PN,0,0
30/11/2010,700,1,0,2010,40500,12,PN,1,1
01/12/2010,1004,,0,2010,40500,13,PN,2,1
02/12/2010,664,1,0,2010,40500,14,PN,2,1
03/12/2010,196,1,0,2010,40500,15,PN,1,1
04/12/2010,700,1,0,2010,40500,16,PN,1,1
05/12/2010,871,,0,2010,40501,17,PN,2,1
06/12/2010,700,1,0,2010,40500,18,PN,1,1
07/12/2010,700,1,0,2010,40500,19,PN,1,1
08/12/2010,0,,0,2010,40500,20,PN,0,0
09/12/2010,700,1,0,2010,40521,0,PN,1,1
10/12/2010,1,,0,2010,40521,1,PN,1,0
11/12/2010,844,2,0,2010,40521,2,PN,3,1
12/12/2010,708,,0,2010,40521,3,PN,1,1
13/12/2010,779,,0,2010,40521,4,PN,2,1
14/12/2010,638,,0,2010,40521,5,N,1,1
15/12/2010,678,1,0,2010,40521,6,N,1,1
16/12/2010,1,,0,2010,40521,7,N,1,0
17/12/2010,700,1,0,2010,40521,8,N,1,1
18/12/2010,992,,0,2010,40521,9,N,1,1
19/12/2010,700,1,0,2010,40521,10,N,1,1
20/12/2010,1,,0,2010,40532,0,N,1,0
21/12/2010,1,,0,2010,40532,1,N,1,0
22/12/2010,480,1,0,2010,40532,2,N,1,1
23/12/2010,294,,1,2010,40532,3,N,1,1
24/12/2010,302,,0,2010,40532,4,N,1,1
25/12/2010,700,2,0,2010,40532,5,N,2,1
26/12/2010,700,1,0,2010,40532,6,N,2,1
27/12/2010,1109,,1,2010,40532,7,N,2,1
28/12/2010,462,,0,2010,40532,8,N,1,1
29/12/2010,732,,0,2010,40532,9,N,3,1
30/12/2010,1111,,0,2010,40532,10,N,1,1
31/12/2010,795,,0,2010,40532,11,N,2,1
01/01/2011,700,1,0,2011,40532,12,N,1,1
02/01/2011,929,,0,2011,40532,13,N,1,1
03/01/2011,1,,0,2011,40532,14,N,1,0
04/01/2011,700,1,0,2011,40532,15,N,1,1
05/01/2011,774,1,0,2011,40548,0,N,2,1
06/01/2011,1177,1,1,2011,40548,1,N,3,1
07/01/2011,700,2,0,2011,40548,2,N,3,1
08/01/2011,700,2,0,2011,40548,3,N,2,1
09/01/2011,700,2,0,2011,40548,4,N,2,1
10/01/2011,1,,0,2011,40548,5,N,1,0
11/01/2011,700,1,0,2011,40548,6,N,1,1
12/01/2011,1,,0,2011,40548,7,N,2,0
13/01/2011,1,,0,2011,40548,8,N,2,0
14/01/2011,845,,0,2011,40548,9,N,1,1
15/01/2011,1,,0,2011,40548,10,N,1,0
16/01/2011,1,,0,2011,40548,11,N,1,0
17/01/2011,878,,0,2011,40548,12,N,1,1
18/01/2011,901,,0,2011,40548,13,N,1,1
19/01/2011,1,,0,2011,40562,0,N,1,0
20/01/2011,700,1,0,2011,40562,1,N,1,1
21/01/2011,793,3,0,2011,40562,2,N,3,1
22/01/2011,865,,0,2011,40562,3,N,2,1
23/01/2011,781,,0,2011,40562,4,N,2,1
24/01/2011,749,,0,2011,40562,5,N,2,1
25/01/2011,4,1,1,2011,40562,6,N,3,0
26/01/2011,777,,0,2011,40562,7,N,2,1
27/01/2011,1,3,0,2011,40562,8,N,3,0
28/01/2011,785,,0,2011,40562,9,N,3,1
29/01/2011,858,,0,2011,40562,10,N,2,1
30/01/2011,700,1,0,2011,40562,11,N,1,1
31/01/2011,700,1,0,2011,40562,12,N,2,1
01/02/2011,829,,0,2011,40562,13,N,2,1
02/02/2011,815,,1,2011,40576,0,N,2,1
03/02/2011,1,,0,2011,40576,1,N,2,0
04/02/2011,722,,0,2011,40576,2,N,3,1
05/02/2011,832,,0,2011,40576,3,N,2,1
06/02/2011,815,,0,2011,40576,4,N,2,1
07/02/2011,700,1,0,2011,40576,5,N,2,1
08/02/2011,700,2,0,2011,40576,6,N,2,1
09/02/2011,700,2,0,2011,40583,7,N,2,1
10/02/2011,778,,0,2011,40583,1,N,2,1
11/02/2011,700,1,1,2011,40583,2,N,3,1
12/02/2011,1,,0,2011,40583,3,N,1,0
13/02/2011,700,1,0,2011,40583,4,N,2,1
14/02/2011,749,1,1,2011,40583,5,N,1,1
15/02/2011,1099,,0,2011,40583,6,N,1,1
16/02/2011,794,,0,2011,40583,7,N,1,1
17/02/2011,0,,0,2011,40583,8,N,0,0
18/02/2011,0,,0,2011,40583,9,N,0,0
19/02/2011,710,,1,2011,40583,10,N,3,1
20/02/2011,938,,0,2011,40583,11,N,2,1
21/02/2011,822,,0,2011,40583,12,N,3,1
22/02/2011,883,,0,2011,40583,13,ER,2,1
23/02/2011,755,,0,2011,40597,0,ER,3,1
24/02/2011,700,3,0,2011,40597,1,ER,3,1
25/02/2011,723,,0,2011,40597,2,ER,1,1
26/02/2011,692,,0,2011,40597,3,ER,1,1
27/02/2011,850,,1,2011,40597,4,ER,2,1
28/02/2011,0,,0,2011,40597,5,ER,0,0
01/03/2011,0,,0,2011,40597,6,ER,0,0
02/03/2011,0,,0,2011,40597,7,ER,0,0
03/03/2011,833,,1,2011,40597,8,ER,1,1
04/03/2011,0,,0,2011,40597,9,ER,0,0
05/03/2011,952,,0,2011,40607,0,ER,1,1
06/03/2011,780,,0,2011,40607,1,ER,1,1
07/03/2011,1265,,0,2011,40607,2,ER,3,1
08/03/2011,846,,0,2011,40607,3,ER,3,1
09/03/2011,1062,,0,2011,40607,4,ER,3,1
10/03/2011,1109,,1,2011,40607,5,ER,4,1
11/03/2011,2503,,0,2011,40607,6,ER,4,1
12/03/2011,989,,1,2011,40607,7,ER,4,1
13/03/2011,1152,,1,2011,40607,8,ER,3,1
14/03/2011,0,,0,2011,40607,9,ER,0,0
15/03/2011,838,,0,2011,40616,1,ER,1,1
16/03/2011,917,,0,2011,40616,2,ER,3,1
17/03/2011,53,,0,2011,40616,3,ER,3,1
18/03/2011,0,,0,2011,40616,4,ER,0,0
19/03/2011,830,,1,2011,40616,5,ER,3,1
20/03/2011,0,,0,2011,40616,6,ER,0,0
21/03/2011,0,,0,2011,40616,7,ER,0,0
22/03/2011,956,,1,2011,40620,4,ER,3,1
23/03/2011,1016,,1,2011,40620,5,ER,3,1
24/03/2011,0,,0,2011,40620,6,ER,0,0
25/03/2011,857,,0,2011,40620,7,ER,1,1
26/03/2011,0,,0,2011,40620,8,ER,0,0
27/03/2011,0,,0,2011,40620,9,ER,0,0
28/03/2011,0,,0,2011,40620,10,ER,0,0
29/03/2011,0,,0,2011,40620,11,ER,0,0
30/03/2011,0,,0,2011,40620,12,ER,0,0
31/03/2011,0,,0,2011,40620,13,ER,0,0
01/04/2011,0,,0,2011,40620,14,ER,0,0
03/04/2011,14,,0,2011,40630,6,ER,1,0
04/04/2011,0,,0,2011,40630,7,ER,0,0
05/04/2011,0,,0,2011,40630,8,ER,0,0
06/04/2011,1126,,1,2011,40630,9,ER,3,1
07/04/2011,0,,0,2011,40630,10,ER,0,0
08/04/2011,0,,0,2011,40630,11,ER,0,0
09/04/2011,1214,,1,2011,40630,12,ER,3,1
10/04/2011,1173,,1,2011,40630,13,ER,3,1
11/04/2011,813,,1,2011,40630,14,ER,3,1
12/04/2011,0,,0,2011,40630,15,ER,0,0
13/04/2011,0,,0,2011,40630,16,ER,0,0
14/04/2011,1040,,0,2011,40630,17,ER,3,1
15/04/2011,0,,0,2011,40630,18,ER,0,0
16/04/2011,0,,0,2011,40630,19,ER,0,0
17/04/2011,1031,1,0,2011,40648,2,ER,3,1
18/04/2011,880,,1,2011,40648,3,ER,3,1
19/04/2011,0,,0,2011,40648,4,ER,0,0
20/04/2011,0,,0,2011,40648,5,ER,0,0
21/04/2011,923,,0,2011,40648,6,ER,4,1
22/04/2011,0,,0,2011,40648,7,ER,0,0
23/04/2011,0,,0,2011,40648,8,ER,0,0
24/04/2011,0,,0,2011,40648,9,MR,0,0
25/04/2011,901,,0,2011,40648,10,MR,3,1
26/04/2011,0,,0,2011,40648,11,MR,0,0
27/04/2011,0,,0,2011,40648,12,MR,0,0
28/04/2011,919,,0,2011,40661,0,MR,3,1
29/04/2011,889,,0,2011,40630,32,MR,3,1
30/04/2011,3,,0,2011,40661,2,MR,1,0
01/05/2011,0,,0,2011,40661,3,MR,0,0
02/05/2011,0,,0,2011,40661,4,MR,0,0
03/05/2011,869,,1,2011,40661,5,MR,3,1
04/05/2011,1,,0,2011,40661,6,MR,1,0
05/05/2011,0,,0,2011,40661,7,MR,0,0
06/05/2011,0,,0,2011,40661,8,MR,0,0
07/05/2011,0,,0,2011,40661,9,MR,0,0
08/05/2011,0,,0,2011,40661,10,MR,0,0
09/05/2011,0,,0,2011,40661,11,MR,0,0
10/05/2011,816,,0,2011,40661,12,MR,3,1
11/05/2011,5,,0,2011,40661,13,MR,1,0
12/05/2011,0,,0,2011,40661,14,MR,0,0
13/05/2011,1,,0,2011,40676,0,MR,1,0
14/05/2011,0,,0,2011,40676,1,MR,0,0
15/05/2011,0,,0,2011,40676,2,MR,0,0
16/05/2011,0,,0,2011,40676,3,MR,0,0
17/05/2011,0,,0,2011,40676,4,MR,0,0
18/05/2011,0,,0,2011,40676,5,MR,0,0
19/05/2011,0,,0,2011,40676,6,MR,0,0
20/05/2011,5,,1,2011,40676,7,MR,1,0
21/05/2011,0,,0,2011,40676,8,MR,0,0
22/05/2011,0,,0,2011,40676,9,MR,0,0
23/05/2011,700,3,0,2011,40676,10,MR,3,1
24/05/2011,0,,0,2011,40676,11,MR,0,0
25/05/2011,0,,0,2011,40676,12,MR,0,0
26/05/2011,700,3,0,2011,40676,13,MR,3,1
27/05/2011,0,,0,2011,40676,14,MR,0,0
28/05/2011,0,,0,2011,40676,15,MR,0,0
29/05/2011,0,,0,2011,40676,16,MR,0,0
30/05/2011,0,,0,2011,40676,17,MR,0,0
31/05/2011,1,,0,2011,40676,18,MR,1,0
26/11/2011,0,,0,2011,40872,1,C,0,0
27/11/2011,1,,0,2011,40872,2,C,1,0
20/12/2011,700,1,0,2011,40897,0,C,1,1
21/12/2011,0,,0,2011,40897,1,C,0,0
22/12/2011,0,,0,2011,40897,2,C,0,0
23/12/2011,6,,0,2011,40897,3,C,1,0
24/12/2011,0,,0,2011,40897,4,C,0,0
04/01/2012,1,,0,2012,40912,0,ER,1,0
05/01/2012,2,,0,2012,40912,1,ER,1,0
07/01/2012,1,,0,2012,40912,3,ER,1,0
08/01/2012,0,,0,2012,40912,4,ER,0,0
